"","coef","se","pval","country","formula","capital","dgvm","iso3"
"I(temp^2)383",-0.0112687786287579,0.00132812589712631,8.63380491188956e-15,"GN","sq","nN","all","GIN"
"log(temp + 1)376",-0.0957804774814751,0.0224375966323165,5.24718398730601e-05,"GN","log","mN","lpj","GIN"
"log(temp + 1)377",-0.108038636579549,0.0206092421950144,1.210731084437e-06,"GN","log","nN","lpj","GIN"
"log(temp + 1)378",0.00921127935304363,0.00638773269973943,0.164043535265113,"GN","log","mN","orc","GIN"
"log(temp + 1)379",-0.0564365482746409,0.0297357157858243,0.0715365817316568,"GN","log","nN","orc","GIN"
"log(temp + 1)380",0.0234480063090436,0.00767185372613688,0.00356061694333841,"GN","log","mN","car","GIN"
"log(temp + 1)381",0.00674271364245195,0.019479888319768,0.730663557590405,"GN","log","nN","car","GIN"
"log(temp + 1)382",-0.0749311466626711,0.0163011978022261,8.16811692056741e-06,"GN","log","mN","all","GIN"
"log(temp + 1)383",-0.0870952858665427,0.0163833849085516,3.18322134768028e-07,"GN","log","nN","all","GIN"
"temp376",-0.0485470616611153,0.00712762862391371,1.4875339316423e-09,"GN","lin","mN","lpj","GIN"
"temp377",-0.0468836868173721,0.0068158096044719,1.10178852975222e-09,"GN","lin","nN","lpj","GIN"
"temp378",0.00454215364888731,0.00314227795049603,0.163077299489186,"GN","lin","mN","orc","GIN"
"temp379",-0.0204338640432443,0.0152637655992508,0.19497607324778,"GN","lin","nN","orc","GIN"
"temp380",0.0112697044270052,0.00344036139789238,0.00189864519150627,"GN","lin","mN","car","GIN"
"temp381",-0.00177511592256144,0.00885823992480442,0.841971389378053,"GN","lin","nN","car","GIN"
"temp382",-0.043787935601581,0.0058414299730884,3.09000259058198e-12,"GN","lin","mN","all","GIN"
"temp383",-0.0431468122227639,0.0059669349971428,1.41090735145851e-11,"GN","lin","nN","all","GIN"
"I(temp^2)384",-0.0027033234002311,0.00209228812286898,0.199972251573437,"GR","sq","mN","lpj","GRC"
"I(temp^2)385",-0.0100851357246332,0.00262118090058705,0.000235079712253343,"GR","sq","nN","lpj","GRC"
"I(temp^2)386",0.0106501969734563,0.00620588472170035,0.100852691290486,"GR","sq","mN","orc","GRC"
"I(temp^2)387",0.0134810490402781,0.00889775249822097,0.144653169132666,"GR","sq","nN","orc","GRC"
"I(temp^2)388",-0.0241986566666955,0.00475032059285965,5.15127214049616e-06,"GR","sq","mN","car","GRC"
"I(temp^2)389",-0.0308442565092577,0.00700234576923186,5.44475211207261e-05,"GR","sq","nN","car","GRC"
"I(temp^2)390",0.00136749293017144,0.00229627589968683,0.552256658577841,"GR","sq","mN","all","GRC"
"I(temp^2)391",-0.00526318043444716,0.00269545129939038,0.0524512886652294,"GR","sq","nN","all","GRC"
"log(temp + 1)384",-0.0126392004585058,0.0272625891097295,0.644155688802291,"GR","log","mN","lpj","GRC"
"log(temp + 1)385",-0.0463765554875049,0.0360507759981405,0.201915632975114,"GR","log","nN","lpj","GRC"
"log(temp + 1)386",-0.00820981060368267,0.0348144733147707,0.815860058152273,"GR","log","mN","orc","GRC"
"log(temp + 1)387",-0.022349691934058,0.049077486109046,0.653497904020994,"GR","log","nN","orc","GRC"
"log(temp + 1)388",-0.137663269148671,0.0328488511662805,0.000110478638465097,"GR","log","mN","car","GRC"
"log(temp + 1)389",-0.154162673400303,0.0491802159901531,0.00285260440281884,"GR","log","nN","car","GRC"
"log(temp + 1)390",0.0148409826959363,0.0250242134783115,0.553899029978592,"GR","log","mN","all","GRC"
"log(temp + 1)391",-0.0141053681631469,0.0297374332346087,0.635852289635621,"GR","log","nN","all","GRC"
"temp384",-0.00823893372354495,0.00977528516895758,0.401773543260619,"GR","lin","mN","lpj","GRC"
"temp385",-0.0328598435877738,0.0126552917080598,0.0111578929836183,"GR","lin","nN","lpj","GRC"
"temp386",0.00932405596676692,0.0170716062161682,0.590702782221851,"GR","lin","mN","orc","GRC"
"temp387",0.00840961703687011,0.0242457703349988,0.732156500248641,"GR","lin","nN","orc","GRC"
"temp388",-0.0691049489258132,0.0143416113480764,1.33954577935757e-05,"GR","lin","mN","car","GRC"
"temp389",-0.0824719706486469,0.0214974074789989,0.00034528353157249,"GR","lin","nN","car","GRC"
"temp390",0.00672170048563246,0.00975003568770177,0.491477827269659,"GR","lin","mN","all","GRC"
"temp391",-0.0137274333784073,0.0115344757943493,0.235601307020344,"GR","lin","nN","all","GRC"
"I(temp^2)392",-0.0133036994719457,0.00251190713290147,9.71974577522505e-07,"GT","sq","mN","lpj","GTM"
"I(temp^2)393",-0.0150583915497789,0.00256162248329992,8.60198567176359e-08,"GT","sq","nN","lpj","GTM"
"I(temp^2)394",-0.0108561006392687,0.010314758671245,0.304538823422558,"GT","sq","mN","orc","GTM"
"I(temp^2)395",-0.0131602809674735,0.0141233975879891,0.362026096088501,"GT","sq","nN","orc","GTM"
"I(temp^2)396",0.0059248249792094,0.00128757417848615,2.80980645517439e-05,"GT","sq","mN","car","GTM"
"I(temp^2)397",0.00733560802246112,0.00131994666931431,1.00304993370702e-06,"GT","sq","nN","car","GTM"
"I(temp^2)398",-0.0123542354007226,0.00211371838564891,2.40838410066231e-08,"GT","sq","mN","all","GTM"
"I(temp^2)399",-0.0115044462367325,0.00206260548920524,9.05300199748977e-08,"GT","sq","nN","all","GTM"
"log(temp + 1)392",-0.117415033321916,0.0353105526129448,0.00132306926265563,"GT","log","mN","lpj","GTM"
"log(temp + 1)393",-0.0921650406572204,0.0378614863062426,0.0170933041125376,"GT","log","nN","lpj","GTM"
"log(temp + 1)394",0.0203936217492411,0.0591680642671467,0.733768330603332,"GT","log","mN","orc","GTM"
"log(temp + 1)395",0.0453290737805235,0.0749433610185153,0.551762647244223,"GT","log","nN","orc","GTM"
"log(temp + 1)396",0.0261905494227713,0.00925888684740045,0.00666544694996608,"GT","log","mN","car","GTM"
"log(temp + 1)397",0.0319062465036027,0.00995128409767757,0.00232294018103495,"GT","log","nN","car","GTM"
"log(temp + 1)398",-0.0703125018477607,0.0243903740228705,0.00443304822956304,"GT","log","mN","all","GTM"
"log(temp + 1)399",-0.0392815391968501,0.024162316895655,0.105795175887898,"GT","log","nN","all","GTM"
"temp392",-0.0535281351917517,0.0121593842627782,3.20448257286982e-05,"GT","lin","mN","lpj","GTM"
"temp393",-0.0525937744372696,0.0129131955726649,0.000106564376596011,"GT","lin","nN","lpj","GTM"
"temp394",-0.00521116195747737,0.0284143022938983,0.856243968085877,"GT","lin","mN","orc","GTM"
"temp395",0.0016789411794951,0.0373211783353728,0.964543281667624,"GT","lin","nN","orc","GTM"
"temp396",0.0147674801240391,0.00403555140164478,0.000599773226673158,"GT","lin","mN","car","GTM"
"temp397",0.0180384659043927,0.00426299661793064,9.67051944342019e-05,"GT","lin","nN","car","GTM"
"temp398",-0.0401386408182734,0.00926547510164945,2.47720352731445e-05,"GT","lin","mN","all","GTM"
"temp399",-0.0313164229664942,0.00919618307026069,0.000818495480660245,"GT","lin","nN","all","GTM"
"I(temp^2)400",-0.0204426488579068,0.00298428702865568,1.25104484269299e-09,"GY","sq","mN","lpj","GUY"
"I(temp^2)401",-0.0238935861338653,0.00397214196139603,4.79959793123096e-08,"GY","sq","nN","lpj","GUY"
"I(temp^2)402",0.012904594694306,0.00192362652628571,1.22525826818387e-06,"GY","sq","mN","orc","GUY"
"I(temp^2)403",0.0100743085997379,0.00251843949321802,0.000649375890759407,"GY","sq","nN","orc","GUY"
"I(temp^2)404",0.00455804325397651,0.00292312675106141,0.125108965137819,"GY","sq","mN","car","GUY"
"I(temp^2)405",-0.00968638273209728,0.00311651924181895,0.00307660054953949,"GY","sq","nN","car","GUY"
"I(temp^2)406",-0.019662926951987,0.00253081238656593,6.28225412566432e-13,"GY","sq","mN","all","GUY"
"I(temp^2)407",-0.0240698753860462,0.00300528859727788,1.52022992784103e-13,"GY","sq","nN","all","GUY"
"log(temp + 1)400",-0.172375484378765,0.0448452570729461,0.000238158969986005,"GY","log","mN","lpj","GUY"
"log(temp + 1)401",-0.18171524217564,0.0587771755408603,0.00272012122871468,"GY","log","nN","lpj","GUY"
"log(temp + 1)402",0.0707505595826401,0.00908580831256149,1.26600724421407e-07,"GY","log","mN","orc","GUY"
"log(temp + 1)403",0.0681304133597898,0.00938677789835407,3.77893794866858e-07,"GY","log","nN","orc","GUY"
"log(temp + 1)404",0.0353197650276666,0.0189176636046477,0.0676510529089889,"GY","log","mN","car","GUY"
"log(temp + 1)405",-0.0178721753881687,0.0219976213858788,0.420304425766615,"GY","log","nN","car","GUY"
"log(temp + 1)406",-0.0955989847488746,0.0307227351057743,0.00217114428608326,"GY","log","mN","all","GUY"
"log(temp + 1)407",-0.12756129595263,0.037690468108664,0.000879332091783114,"GY","log","nN","all","GUY"
"temp400",-0.0829107797631566,0.014829288166897,2.88344562520798e-07,"GY","lin","mN","lpj","GUY"
"temp401",-0.0935391567746976,0.0197104481863918,8.68607408312933e-06,"GY","lin","nN","lpj","GUY"
"temp402",0.0359816278056654,0.00405770137635973,1.52139621858876e-08,"GY","lin","mN","orc","GUY"
"temp403",0.0320371054961746,0.00512650911807856,3.37339272602694e-06,"GY","lin","nN","orc","GUY"
"temp404",0.0156692426034041,0.00860531403385475,0.0744941360113851,"GY","lin","mN","car","GUY"
"temp405",-0.0173231703991117,0.00973505750197452,0.0811230646528867,"GY","lin","nN","car","GUY"
"temp406",-0.0616445140577185,0.0114767932964157,2.44985981699396e-07,"GY","lin","mN","all","GUY"
"temp407",-0.0790026384747587,0.013799132949648,4.37797113835324e-08,"GY","lin","nN","all","GUY"
"I(temp^2)408",-0.0191464239529821,0.00292915870824969,5.00136218550429e-09,"HN","sq","mN","lpj","HND"
"I(temp^2)409",-0.0196354920151462,0.00369552999106181,9.06665982218734e-07,"HN","sq","nN","lpj","HND"
"I(temp^2)410",-0.0243971799173633,0.0115811554926252,0.0473504178648714,"HN","sq","mN","orc","HND"
"I(temp^2)411",-0.0162591686912227,0.00906092705160531,0.0871555710883688,"HN","sq","nN","orc","HND"
"I(temp^2)412",0.00488208924126492,0.00132970885045312,0.000577601173140344,"HN","sq","mN","car","HND"
"I(temp^2)413",0.00758032827517038,0.00166157122570983,3.21048518099521e-05,"HN","sq","nN","car","HND"
"I(temp^2)414",-0.0201394757353736,0.00269286464553255,3.414089920971e-12,"HN","sq","mN","all","HND"
"I(temp^2)415",-0.0186045777660404,0.00289712278061779,1.21381175744363e-09,"HN","sq","nN","all","HND"
"log(temp + 1)408",-0.150033083891175,0.0437313390128233,0.000944926185046728,"HN","log","mN","lpj","HND"
"log(temp + 1)409",-0.127192225825329,0.0532794712396839,0.0192748002861209,"HN","log","nN","lpj","HND"
"log(temp + 1)410",-0.0480263757377366,0.0626054204554639,0.451544486341689,"HN","log","mN","orc","HND"
"log(temp + 1)411",-0.0839624155035523,0.0471790347910835,0.0896098549128345,"HN","log","nN","orc","HND"
"log(temp + 1)412",0.0349607542679565,0.00844225082092595,0.00012992478636022,"HN","log","mN","car","HND"
"log(temp + 1)413",0.0376261116300123,0.0117368868530739,0.00232591985133498,"HN","log","nN","car","HND"
"log(temp + 1)414",-0.139729073982132,0.0313158144958427,1.4455196116959e-05,"HN","log","mN","all","HND"
"log(temp + 1)415",-0.123003808625897,0.0337891729066128,0.000357766257123149,"HN","log","nN","all","HND"
"temp408",-0.0725481216368318,0.0147562867646271,4.45736378319593e-06,"HN","lin","mN","lpj","HND"
"temp409",-0.0682725096980558,0.0183918765823848,0.000373410677997897,"HN","lin","nN","lpj","HND"
"temp410",-0.039930907595239,0.0307667600523837,0.208411126685554,"HN","lin","mN","orc","HND"
"temp411",-0.0428373655283681,0.0232667133897378,0.0797728067366493,"HN","lin","nN","orc","HND"
"temp412",0.0160669723947967,0.00382208779732371,0.000105904999781447,"HN","lin","mN","car","HND"
"temp413",0.0199751401927429,0.00513151152895159,0.000288979436496799,"HN","lin","nN","car","HND"
"temp414",-0.071295409128491,0.0118424082062781,9.87910500831551e-09,"HN","lin","mN","all","HND"
"temp415",-0.0630237855167182,0.0128124766002025,1.98716952882131e-06,"HN","lin","nN","all","HND"
"I(temp^2)416",-0.0164005276889873,0.0016427124783641,8.0358220208313e-16,"HR","sq","mN","lpj","HRV"
"I(temp^2)417",-0.017641579243553,0.00167913384751151,7.51733240981337e-17,"HR","sq","nN","lpj","HRV"
"I(temp^2)418",-0.021826047848187,0.00444122148639761,7.33780631880689e-05,"HR","sq","mN","orc","HRV"
"I(temp^2)419",-0.0201892249617004,0.00446221346214491,0.000185457643747844,"HR","sq","nN","orc","HRV"
"I(temp^2)420",-0.0273468137207852,0.0113266989709309,0.019389135291926,"HR","sq","mN","car","HRV"
"I(temp^2)421",-0.0377170619334426,0.00653358046560406,4.64482089594011e-07,"HR","sq","nN","car","HRV"
"I(temp^2)422",-0.0230388138061169,0.00277350380701366,2.54604156961156e-14,"HR","sq","mN","all","HRV"
"I(temp^2)423",-0.0252403353628787,0.00224603102004019,1.96317079705838e-22,"HR","sq","nN","all","HRV"
"log(temp + 1)416",-0.140125671137515,0.0273648836797822,1.97803306960204e-06,"HR","log","mN","lpj","HRV"
"log(temp + 1)417",-0.150852858248949,0.0289497122171747,1.37492370382952e-06,"HR","log","nN","lpj","HRV"
"log(temp + 1)418",-0.108047279696945,0.0249887291770716,0.000299522012648713,"HR","log","mN","orc","HRV"
"log(temp + 1)419",-0.102122481845815,0.0242451901047083,0.000391304785534952,"HR","log","nN","orc","HRV"
"log(temp + 1)420",-0.000859484271977744,0.078476899051562,0.991304420081874,"HR","log","mN","car","HRV"
"log(temp + 1)421",-0.139828395303753,0.050979023855047,0.00838246020001501,"HR","log","nN","car","HRV"
"log(temp + 1)422",-0.173882260040171,0.0348963161606649,1.48978535078323e-06,"HR","log","mN","all","HRV"
"log(temp + 1)423",-0.201144001174479,0.0290777608880999,8.1986062433945e-11,"HR","log","nN","all","HRV"
"temp416",-0.0671356317476586,0.0085649932728958,1.4589397090893e-11,"HR","lin","mN","lpj","HRV"
"temp417",-0.07224912527578,0.00893997162198749,4.81578835360978e-12,"HR","lin","nN","lpj","HRV"
"temp418",-0.0579944225510234,0.011231933406407,4.07957393701756e-05,"HR","lin","mN","orc","HRV"
"temp419",-0.0543990377162271,0.0110974572514588,7.55797970311691e-05,"HR","lin","nN","orc","HRV"
"temp420",-0.0377167822038839,0.0351806402114606,0.288727074728686,"HR","lin","mN","car","HRV"
"temp421",-0.0878315953337556,0.0215933026420445,0.000165001592647588,"HR","lin","nN","car","HRV"
"temp422",-0.0888240842776341,0.0125546336819318,3.40336916147119e-11,"HR","lin","mN","all","HRV"
"temp423",-0.0990820732644479,0.0102069125385451,4.12171243267346e-18,"HR","lin","nN","all","HRV"
"I(temp^2)424",-0.0184398772746422,0.0030107170377645,2.99975184261649e-08,"HT","sq","mN","lpj","HTI"
"I(temp^2)425",-0.017814774556791,0.0037894092079539,1.031427155761e-05,"HT","sq","nN","lpj","HTI"
"I(temp^2)426",-0.0375622284160379,0.0207897912524008,0.0851506316722796,"HT","sq","mN","orc","HTI"
"I(temp^2)427",-0.0423360811514865,0.0185274384535811,0.0328125769873538,"HT","sq","nN","orc","HTI"
"I(temp^2)428",0.00670067171934439,0.00179701579223261,0.000483676660772535,"HT","sq","mN","car","HTI"
"I(temp^2)429",-0.00137471968148249,0.00260059293479946,0.599363682619096,"HT","sq","nN","car","HTI"
"I(temp^2)430",-0.0187995805365444,0.00274795124054682,1.24918970771506e-10,"HT","sq","mN","all","HTI"
"I(temp^2)431",-0.0181332238497621,0.00309267618512865,2.19430639835247e-08,"HT","sq","nN","all","HTI"
"log(temp + 1)424",-0.187870716014997,0.0419828530460678,2.44093562862939e-05,"HT","log","mN","lpj","HTI"
"log(temp + 1)425",-0.17250610691032,0.0519728316829217,0.00134857104107389,"HT","log","nN","lpj","HTI"
"log(temp + 1)426",-0.0223761924970407,0.117581224121808,0.85089843817973,"HT","log","mN","orc","HTI"
"log(temp + 1)427",-0.0509522083096001,0.109050344998418,0.645143042958069,"HT","log","nN","orc","HTI"
"log(temp + 1)428",0.0289546778589915,0.0125496166864294,0.0251375874472711,"HT","log","mN","car","HTI"
"log(temp + 1)429",-0.015415462115748,0.0167730707253492,0.36239059154563,"HT","log","nN","car","HTI"
"log(temp + 1)430",-0.140664965054851,0.0328903252117801,3.10469314909682e-05,"HT","log","mN","all","HTI"
"log(temp + 1)431",-0.139372026108866,0.0365418907377591,0.000188990037518819,"HT","log","nN","all","HTI"
"temp424",-0.0791789092203287,0.0144431485489245,4.53172679749445e-07,"HT","lin","mN","lpj","HTI"
"temp425",-0.0736932083557382,0.0181287737031613,0.000109603943515461,"HT","lin","nN","lpj","HTI"
"temp426",-0.0455693821214312,0.0571502952315798,0.434165421549695,"HT","lin","mN","orc","HTI"
"temp427",-0.0603043444641443,0.0522714172777496,0.26159434913756,"HT","lin","nN","orc","HTI"
"temp428",0.0166686645674653,0.00551938324752156,0.0039425387400331,"HT","lin","mN","car","HTI"
"temp429",-0.0065564088221344,0.00765232388249814,0.395570917580644,"HT","lin","nN","car","HTI"
"temp430",-0.0696760141593141,0.0122479751738188,5.24342302574929e-08,"HT","lin","mN","all","HTI"
"temp431",-0.0674538997913309,0.0136931394435076,1.9241901901558e-06,"HT","lin","nN","all","HTI"
"I(temp^2)432",-0.0224281266606906,0.00316976642839451,4.57457454244428e-10,"HU","sq","mN","lpj","HUN"
"I(temp^2)433",-0.022241372576095,0.00302500012175516,1.31853494165217e-10,"HU","sq","nN","lpj","HUN"
"I(temp^2)434",-0.00153717431779042,0.00368588539167567,0.680879051790674,"HU","sq","mN","orc","HUN"
"I(temp^2)435",-0.000572424754959965,0.00350630719167378,0.871877981199931,"HU","sq","nN","orc","HUN"
"I(temp^2)436",-0.0840280144888244,0.0138209698610653,1.53802609072112e-07,"HU","sq","mN","car","HUN"
"I(temp^2)437",-0.0938151711795478,0.0156356732685002,2.05057498246253e-07,"HU","sq","nN","car","HUN"
"I(temp^2)438",-0.0249046368830995,0.00341323907394607,9.7197852766046e-12,"HU","sq","mN","all","HUN"
"I(temp^2)439",-0.0265337622495123,0.00410361717478537,9.58918619664129e-10,"HU","sq","nN","all","HUN"
"log(temp + 1)432",-0.133189605036347,0.0474986456650862,0.00629786240926669,"HU","log","mN","lpj","HUN"
"log(temp + 1)433",-0.1420305993625,0.0468961678990923,0.00328422333739263,"HU","log","nN","lpj","HUN"
"log(temp + 1)434",0.0288985292503696,0.0183245077512185,0.129731608967206,"HU","log","mN","orc","HUN"
"log(temp + 1)435",0.0323814410539335,0.0169314744700151,0.0695490117734711,"HU","log","nN","orc","HUN"
"log(temp + 1)436",-0.32125185724017,0.109644888723842,0.005060580188133,"HU","log","mN","car","HUN"
"log(temp + 1)437",-0.337160878997712,0.124471474182364,0.00917175536177819,"HU","log","nN","car","HUN"
"log(temp + 1)438",-0.148757859707997,0.0423616804277963,0.000565882883464547,"HU","log","mN","all","HUN"
"log(temp + 1)439",-0.162726335449512,0.048556161095504,0.000984393374600682,"HU","log","nN","all","HUN"
"temp432",-0.0785040813979355,0.0160363927100209,4.84244821838392e-06,"HU","lin","mN","lpj","HUN"
"temp433",-0.0802191645026041,0.0155726064756725,1.74860094360028e-06,"HU","lin","nN","lpj","HUN"
"temp434",0.0070575963944578,0.0094478628673316,0.463343256594756,"HU","lin","mN","orc","HUN"
"temp435",0.00915309010658839,0.00884679762504963,0.312613778102454,"HU","lin","nN","orc","HUN"
"temp436",-0.196084867285805,0.0462822361394517,9.50304607736578e-05,"HU","lin","mN","car","HUN"
"temp437",-0.21397657481079,0.0525708743341428,0.000163561202642964,"HU","lin","nN","car","HUN"
"temp438",-0.0865613356479331,0.015471228227682,8.3166230403985e-08,"HU","lin","mN","all","HUN"
"temp439",-0.0936848960196647,0.0180928515107917,6.08281790265724e-07,"HU","lin","nN","all","HUN"
"I(temp^2)440",-0.00106557932235134,0.000736242929233664,0.151619601628689,"ID","sq","mN","lpj","IDN"
