year,countrycode,intensity
2281,UGA,3.227594088938138e-12
2282,UGA,3.0959861498567623e-12
2283,UGA,2.969660709991291e-12
2284,UGA,2.8484092199155473e-12
2285,UGA,2.7320312213414023e-12
2286,UGA,2.6203340389323084e-12
2287,UGA,2.5131324836284757e-12
2288,UGA,2.4102485670625418e-12
2289,UGA,2.3115112266596676e-12
2290,UGA,2.216756061030522e-12
2291,UGA,2.1258250752796565e-12
2292,UGA,2.0385664358653185e-12
2293,UGA,1.9548342346597995e-12
2294,UGA,1.8744882618720522e-12
2295,UGA,1.797393787506457e-12
2296,UGA,1.7234213510433596e-12
2297,UGA,1.6524465590383418e-12
2298,UGA,1.5843498903481001e-12
2299,UGA,1.5190165087013582e-12
2300,UGA,1.4563360823434124e-12
2020,UKR,3.946788497962699e-7
2021,UKR,3.883746433346322e-7
2022,UKR,3.821227702071063e-7
2023,UKR,3.759239515679819e-7
2024,UKR,3.6977887723213554e-7
2025,UKR,3.636882058320083e-7
2026,UKR,3.57652564991492e-7
2027,UKR,3.516725515163223e-7
2028,UKR,3.457487316005734e-7
2029,UKR,3.398816410488366e-7
2030,UKR,3.340717855136611e-7
2031,UKR,3.283196407478288e-7
2032,UKR,3.226256528710272e-7
2033,UKR,3.1699023865048197e-7
2034,UKR,3.1141378579510255e-7
2035,UKR,3.058966532626936e-7
2036,UKR,3.0043917157977787e-7
2037,UKR,2.950416431735751e-7
2038,UKR,2.8970434271567813e-7
2039,UKR,2.844275174769648e-7
2040,UKR,2.7921138769328315e-7
2041,UKR,2.7405614694144536e-7
2042,UKR,2.6896196252506605e-7
2043,UKR,2.639289758697796e-7
2044,UKR,2.589573029273714e-7
2045,UKR,2.5404703458835905e-7
2046,UKR,2.491982371025598e-7
2047,UKR,2.444109525071829e-7
2048,UKR,2.396851990619874e-7
2049,UKR,2.350209716910469e-7
2050,UKR,2.3041824243066837e-7
2051,UKR,2.258769608830121e-7
2052,UKR,2.2139705467496622e-7
2053,UKR,2.169784299218312e-7
2054,UKR,2.1262097169537552e-7
2055,UKR,2.083245444958269e-7
2056,UKR,2.0408899272737045e-7
2057,UKR,1.9991414117672816e-7
2058,UKR,1.9579979549440214e-7
2059,UKR,1.9174574267816795e-7
2060,UKR,1.8775175155841224e-7
2061,UKR,1.8381757328491438e-7
2062,UKR,1.799429418146794e-7
2063,UKR,1.761275744004358e-7
2064,UKR,1.7237117207941973e-7
2065,UKR,1.6867342016207484e-7
2066,UKR,1.6503398872030356e-7
2067,UKR,1.6145253307491504e-7
2068,UKR,1.5792869428192257e-7
2069,UKR,1.544620996173506e-7
2070,UKR,1.5105236306022236e-7
2071,UKR,1.476990857734049e-7
2072,UKR,1.4440185658199915e-7
2073,UKR,1.4116025244897094e-7
2074,UKR,1.379738389477273e-7
2075,UKR,1.3484217073135275e-7
2076,UKR,1.317647919982278e-7
2077,UKR,1.2874123695376274e-7
2078,UKR,1.2577103026798857e-7
2079,UKR,1.2285368752875526e-7
2080,UKR,1.1998871569029893e-7
2081,UKR,1.171756135169474e-7
2082,UKR,1.1441387202174333e-7
2083,UKR,1.1170297489977448e-7
2084,UKR,1.0904239895600872e-7
2085,UKR,1.0643161452744223e-7
2086,UKR,1.0387008589937759e-7
2087,UKR,1.0135727171565854e-7
2088,UKR,9.88926253826976e-8
2089,UKR,9.647559546714109e-8
2090,UKR,9.41056260870268e-8
2091,UKR,9.178215729629704e-8
2092,UKR,8.950462546254034e-8
2093,UKR,8.727246363784294e-8
2094,UKR,8.508510192264082e-8
2095,UKR,8.294196782247126e-8
2096,UKR,8.084248659753192e-8
2097,UKR,7.878608160496385e-8
2098,UKR,7.677217463378323e-8
2099,UKR,7.480018623239471e-8
2100,UKR,7.286953602862806e-8
2101,UKR,7.097964304224685e-8
2102,UKR,6.912992598988633e-8
2103,UKR,6.731980358238555e-8
2104,UKR,6.55486948144855e-8
2105,UKR,6.381601924687335e-8
2106,UKR,6.212119728055923e-8
2107,UKR,6.046365042357974e-8
2108,UKR,5.88428015500286e-8
2109,UKR,5.7258075151421965e-8
2110,UKR,5.5708897580412244e-8
2111,UKR,5.4194697286870554e-8
2112,UKR,5.2714905046364015e-8
2113,UKR,5.1268954181060326e-8
2114,UKR,4.985628077309723e-8
2115,UKR,4.8476323870460784e-8
2116,UKR,4.712852568542084e-8
2117,UKR,4.5812331785578215e-8
2118,UKR,4.452719127758216e-8
2119,UKR,4.32725569835822e-8
2120,UKR,4.2047885610482546e-8
2121,UKR,4.0852637912071865e-8
2122,UKR,3.968627884410534e-8
2123,UKR,3.8548277712420064e-8
2124,UKR,3.743810831416839e-8
2125,UKR,3.635524907225778e-8
2126,UKR,3.529918316308882e-8
2127,UKR,3.426939863768654e-8
2128,UKR,3.326538853632322e-8
2129,UKR,3.228665099673352e-8
2130,UKR,3.1332689356025706e-8
2131,UKR,3.0403012246395215e-8
2132,UKR,2.9497133684748937e-8
2133,UKR,2.8614573156351024e-8
2134,UKR,2.775485569260278e-8
2135,UKR,2.6917511943071213e-8
2136,UKR,2.6102078241882232e-8
2137,UKR,2.530809666859621e-8
2138,UKR,2.4535115103684788e-8
2139,UKR,2.378268727872894e-8
2140,UKR,2.3050372821459505e-8
2141,UKR,2.2337737295762025e-8
2142,UKR,2.164435223676864e-8
2143,UKR,2.096979518116017e-8
2144,UKR,2.0313649692802134e-8
2145,UKR,1.9675505383838573e-8
2146,UKR,1.9054957931367803e-8
2147,UKR,1.8451609089824257e-8
2148,UKR,1.786506669919042e-8
2149,UKR,1.7294944689162654e-8
2150,UKR,1.6740863079394503e-8
2151,UKR,1.620244797594037e-8
2152,UKR,1.5679331564022233e-8
2153,UKR,1.5171152097241046e-8
2154,UKR,1.4677553883354085e-8
2155,UKR,1.4198187266738317e-8
2156,UKR,1.3732708607659108e-8
2157,UKR,1.3280780258462574e-8
2158,UKR,1.284207053680855e-8
2159,UKR,1.2416253696060231e-8
2160,UKR,1.2003009892945031e-8
2161,UKR,1.1602025152599962e-8
2162,UKR,1.121299133111343e-8
2163,UKR,1.0835606075673787e-8
2164,UKR,1.0469572782433468e-8
2165,UKR,1.0114600552196003e-8
2166,UKR,9.770404144031394e-9
2167,UKR,9.436703926923771e-9
2168,UKR,9.113225829553426e-9
2169,UKR,8.799701288313525e-9
2170,UKR,8.495867193659986e-9
2171,UKR,8.201465834891118e-9
2172,UKR,7.916244843451701e-9
2173,UKR,7.639957134854293e-9
2174,UKR,7.372360849308531e-9
2175,UKR,7.11321929114726e-9
2176,UKR,6.8623008671362644e-9
2177,UKR,6.619379023752407e-9
2178,UKR,6.3842321835129014e-9
2179,UKR,6.156643680436404e-9
2180,UKR,5.936401694714572e-9
2181,UKR,5.723299186670632e-9
2182,UKR,5.5171338300794696e-9
2183,UKR,5.317707944921656e-9
2184,UKR,5.124828429641763e-9
2185,UKR,4.938306692979259e-9
2186,UKR,4.757958585438207e-9
2187,UKR,4.583604330459927e-9
2188,UKR,4.415068455360768e-9
2189,UKR,4.252179722095056e-9
2190,UKR,4.094771057901315e-9
2191,UKR,3.942679485887808e-9
2192,UKR,3.795746055611501e-9
2193,UKR,3.6538157737025337e-9
2194,UKR,3.5167375345843826e-9
2195,UKR,3.384364051337937e-9
2196,UKR,3.2565517867558227e-9
2197,UKR,3.1331608846314187e-9
2198,UKR,3.0140551013251557e-9
2199,UKR,2.8991017376488697e-9
2200,UKR,2.788171571107166e-9
2201,UKR,2.68113878853298e-9
2202,UKR,2.577880919152791e-9
2203,UKR,2.478278768115205e-9
2204,UKR,2.3822163505149776e-9
2205,UKR,2.2895808259428582e-9
2206,UKR,2.200262433590049e-9
2207,UKR,2.1141544279344732e-9
2208,UKR,2.0311530150344987e-9
2209,UKR,1.951157289454246e-9
2210,UKR,1.8740691718431285e-9
2211,UKR,1.7997933471908192e-9
2212,UKR,1.7282372037774391e-9
2213,UKR,1.6593107728373557e-9
2214,UKR,1.5929266689536797e-9
2215,UKR,1.5290000311991982e-9
2216,UKR,1.4674484650382435e-9
2217,UKR,1.4081919850027416e-9
2218,UKR,1.3511529581544943e-9
2219,UKR,1.2962560483445806e-9
2220,UKR,1.2434281612796366e-9
2221,UKR,1.1925983904036733e-9
2222,UKR,1.1436979636030413e-9
2223,UKR,1.0966601907411243e-9
2224,UKR,1.0514204120283482e-9
2225,UKR,1.0079159472321527e-9
2226,UKR,9.660860457306312e-10
2227,UKR,9.258718374126812e-10
2228,UKR,8.872162844266301e-10
2229,UKR,8.500641337785034e-10
2230,UKR,8.14361870780293e-10
2231,UKR,7.800576733478455e-10
2232,UKR,7.471013671472511e-10
2233,UKR,7.154443815879317e-10
2234,UKR,6.850397066599559e-10
2235,UKR,6.558418506124799e-10
2236,UKR,6.278067984696086e-10
2237,UKR,6.008919713793983e-10
2238,UKR,5.750561867911733e-10
2239,UKR,5.502596194558142e-10
2240,UKR,5.264637632431823e-10
2241,UKR,5.036313937703816e-10
2242,UKR,4.8172653183412e-10
2243,UKR,4.6071440764001944e-10
2244,UKR,4.4056142582133856e-10
2245,UKR,4.2123513123920093e-10
2246,UKR,4.0270417555609094e-10
2247,UKR,3.8493828457405206e-10
2248,UKR,3.679082263287356e-10
2249,UKR,3.5158577993016687e-10
2250,UKR,3.3594370514084874e-10
2251,UKR,3.2095571268158685e-10
2252,UKR,3.0659643525520957e-10
2253,UKR,2.928413992781617e-10
2254,UKR,2.7966699730977683e-10
2255,UKR,2.670504611688746e-10
2256,UKR,2.549698357271913e-10
2257,UKR,2.4340395336902704e-10
2258,UKR,2.323324091063873e-10
2259,UKR,2.2173553633880378e-10
2260,UKR,2.1159438324694368e-10
2261,UKR,2.0189068980905263e-10
2262,UKR,1.9260686542922995e-10
2263,UKR,1.8372596716649665e-10
2264,UKR,1.7523167855359615e-10
2265,UKR,1.6710828899445442e-10
2266,UKR,1.59340673729229e-10
2267,UKR,1.51914274355886e-10
2268,UKR,1.4481507989726807e-10
2269,UKR,1.3802960840264662e-10
2270,UKR,1.3154488907279465e-10
2271,UKR,1.2534844489766635e-10
2272,UKR,1.1942827579582854e-10
2273,UKR,1.1377284224485707e-10
2274,UKR,1.0837104939198479e-10
2275,UKR,1.0321223163437126e-10
2276,UKR,9.828613765845166e-11
2277,UKR,9.358291592791817e-11
2278,UKR,8.909310060998844e-11
2279,UKR,8.48075979297213e-11
2280,UKR,8.071767294225258e-11
2281,UKR,7.681493671294014e-11
2282,UKR,7.309133389552791e-11
2283,UKR,6.953913069856411e-11
2284,UKR,6.615090323043785e-11
2285,UKR,6.291952621352973e-11
2286,UKR,5.983816205810872e-11
2287,UKR,5.690025028674456e-11
2288,UKR,5.409949730014657e-11
2289,UKR,5.142986647548217e-11
2290,UKR,4.888556858837375e-11
2291,UKR,4.646105254991904e-11
2292,UKR,4.415099645022834e-11
2293,UKR,4.1950298900121365e-11
2294,UKR,3.9854070662776877e-11
2295,UKR,3.7857626567279584e-11
2296,UKR,3.595647769616034e-11
2297,UKR,3.414632383917809e-11
2298,UKR,3.2423046205744256e-11
2299,UKR,3.078270038854262e-11
2300,UKR,2.9221509571050064e-11
2020,URY,8.726967385250044e-8
2021,URY,8.517166714356688e-8
2022,URY,8.313514843791453e-8
2023,URY,8.115811106385969e-8
2024,URY,7.923861974389851e-8
2025,URY,7.737480787396004e-8
2026,URY,7.556487491261864e-8
2027,URY,7.380708387558987e-8
2028,URY,7.209975893104197e-8
2029,URY,7.044128309145319e-8
2030,URY,6.883009599793508e-8
2031,URY,6.72646917931214e-8
2032,URY,6.574361707889544e-8
2033,URY,6.426546895539217e-8
2034,URY,6.28288931378686e-8
2035,URY,6.143258214818504e-8
2036,URY,6.0075273577783e-8
2037,URY,5.87557484191813e-8
2038,URY,5.7472829463142034e-8
2039,URY,5.622537975878223e-8
2040,URY,5.501230113402524e-8
2041,URY,5.383253277389906e-8
2042,URY,5.268504985429683e-8
2043,URY,5.1568862228917496e-8
2044,URY,5.048301316720354e-8
2045,URY,4.9426578141186086e-8
2046,URY,4.839866365923799e-8
2047,URY,4.739840614482092e-8
2048,URY,4.642497085839444e-8
2049,URY,4.5477550860733593e-8
2050,URY,4.4555366015975665e-8
2051,URY,4.365766203278896e-8
2052,URY,4.278370954212417e-8
2053,URY,4.193280321007427e-8
2054,URY,4.110426088443148e-8
2055,URY,4.0297422773589e-8
2056,URY,3.9511650656492526e-8
2057,URY,3.8746327122400956e-8
2058,URY,3.80008548392676e-8
2059,URY,3.7274655849603196e-8
2060,URY,3.656717089272963e-8
2061,URY,3.5877858752378425e-8
2062,URY,3.5206195628632374e-8
2063,URY,3.4551674533249406e-8
2064,URY,3.391380470744833e-8
2065,URY,3.3292111061273957e-8
2066,URY,3.268613363369549e-8
2067,URY,3.209542707262702e-8
2068,URY,3.151956013409255e-8
2069,URY,3.095811519978943e-8
2070,URY,3.0410687812335344e-8
2071,URY,2.9876886227512494e-8
2072,URY,2.9356330982851376e-8
2073,URY,2.884865448192274e-8
2074,URY,2.8353500593732413e-8
2075,URY,2.787052426663806e-8
2076,URY,2.7399391156230504e-8
2077,URY,2.6939777266644854e-8
2078,URY,2.6491368604788135e-8
2079,URY,2.6053860846990954e-8
2080,URY,2.5626959017610376e-8
2081,URY,2.5210377179130273e-8
2082,URY,2.48038381333235e-8
2083,URY,2.4407073133057754e-8
2084,URY,2.4019821604343504e-8
2085,URY,2.3641830878238587e-8
2086,URY,2.3272855932239144e-8
2087,URY,2.29126591408014e-8
2088,URY,2.256101003465286e-8
2089,URY,2.2217685068564944e-8
2090,URY,2.1882467397271932e-8
2091,URY,2.1555146659233752e-8
2092,URY,2.123551876795169e-8
2093,URY,2.0923385710557747e-8
2094,URY,2.0618555353409206e-8
2095,URY,2.032084125443045e-8
2096,URY,2.0030062481954158e-8
2097,URY,1.9746043439823625e-8
2098,URY,1.946861369852718e-8
2099,URY,1.919760783214462e-8
2100,URY,1.8932865260894024e-8
2101,URY,1.8674230099075518e-8
2102,URY,1.8421551008216382e-8
2103,URY,1.817468105522944e-8
2104,URY,1.7933477575403813e-8
2105,URY,1.7697802040054226e-8
2106,URY,1.746751992866147e-8
2107,URY,1.724250060534316e-8
2108,URY,1.702261719950013e-8
2109,URY,1.6807746490489436e-8
2110,URY,1.6597768796180838e-8
2111,URY,1.6392567865259003e-8
2112,URY,1.6192030773138706e-8
2113,URY,1.599604782136565e-8
2114,URY,1.5804512440379965e-8
2115,URY,1.5617321095524342e-8
2116,URY,1.543437319618307e-8
2117,URY,1.5255571007942545e-8
2118,URY,1.5080819567667872e-8
2119,URY,1.491002660139417e-8
2120,URY,1.474310244493501e-8
2121,URY,1.4579959967113877e-8
2122,URY,1.4420514495528303e-8
2123,URY,1.4264683744759444e-8
2124,URY,1.4112387746943217e-8
2125,URY,1.3963548784622253e-8
2126,URY,1.3818091325800782e-8
2127,URY,1.3675941961127578e-8
2128,URY,1.3537029343134754e-8
2129,URY,1.3401284127462901e-8
2130,URY,1.3268638916005593e-8
2131,URY,1.3139028201908792e-8
2132,URY,1.3012388316362955e-8
2133,URY,1.2888657377128048e-8
2134,URY,1.2767775238733722e-8
2135,URY,1.2649683444299142e-8
2136,URY,1.2534325178918911e-8
2137,URY,1.2421645224563456e-8
2138,URY,1.2311589916444274e-8
2139,URY,1.2204107100796025e-8
2140,URY,1.2099146094029404e-8
2141,URY,1.1996657643210262e-8
2142,URY,1.1896593887822133e-8
2143,URY,1.1798908322770872e-8
2144,URY,1.1703555762591578e-8
2145,URY,1.1610492306819468e-8
2146,URY,1.1519675306487692e-8
2147,URY,1.1431063331716515e-8
2148,URY,1.1344616140359467e-8
2149,URY,1.1260294647673454e-8
2150,URY,1.1178060896980864e-8
2151,URY,1.1097878031292984e-8
2152,URY,1.1019710265865129e-8
2153,URY,1.0943522861654898e-8
2154,URY,1.0869282099656121e-8
2155,URY,1.0796955256081982e-8
2156,URY,1.0726510578371788e-8
2157,URY,1.0657917261996813e-8
2158,URY,1.0591145428041544e-8
2159,URY,1.0526166101537463e-8
2160,URY,1.0462951190527469e-8
2161,URY,1.0401473465839706e-8
2162,URY,1.0341706541550483e-8
2163,URY,1.0283624856116623e-8
2164,URY,1.0227203654158388e-8
2165,URY,1.0172418968874808e-8
2166,URY,1.0119247605073888e-8
2167,URY,1.0067667122800937e-8
2168,URY,1.001765582154876e-8
2169,URY,9.969192725034213e-9
2170,URY,9.92225756652614e-9
2171,URY,9.87683077471031e-9
2172,URY,9.83289346007754e-9
2173,URY,9.79042740182178e-9
2174,URY,9.749415035235361e-9
2175,URY,9.709839439589254e-9
2176,URY,9.67168432648657e-9
2177,URY,9.634934028678109e-9
2178,URY,9.599573489329156e-9
2179,URY,9.565588251727257e-9
2180,URY,9.532964449421087e-9
2181,URY,9.501688796781e-9
2182,URY,9.471748579972245e-9
2183,URY,9.443131648332259e-9
2184,URY,9.41582640614385e-9
2185,URY,9.389821804796428e-9
2186,URY,9.365107335327917e-9
2187,URY,9.341673021340233e-9
2188,URY,9.31950941228167e-9
2189,URY,9.298607577089858e-9
2190,URY,9.278959098189287e-9
2191,URY,9.260556065837739e-9
2192,URY,9.243391072816331e-9
2193,URY,9.22745720945816e-9
2194,URY,9.212748059010886e-9
2195,URY,9.19925769332887e-9
2196,URY,9.186980668890867e-9
2197,URY,9.175912023139453e-9
2198,URY,9.166047271138829e-9
2199,URY,9.157382402547763e-9
2200,URY,9.149913878904891e-9
2201,URY,9.14363863122374e-9
2202,URY,9.138554057895236e-9
2203,URY,9.134658022895655e-9
2204,URY,9.131948854298336e-9
2205,URY,9.130425343087656e-9
2206,URY,9.130086742274165e-9
2207,URY,9.130086742274165e-9
2208,URY,9.130086742274165e-9
2209,URY,9.130086742274165e-9
2210,URY,9.130086742274165e-9
2211,URY,9.130086742274165e-9
2212,URY,9.130086742274165e-9
2213,URY,9.130086742274165e-9
2214,URY,9.130086742274165e-9
2215,URY,9.130086742274165e-9
2216,URY,9.130086742274165e-9
2217,URY,9.130086742274165e-9
2218,URY,9.130086742274165e-9
2219,URY,9.130086742274165e-9
2220,URY,9.130086742274165e-9
2221,URY,9.130086742274165e-9
2222,URY,9.130086742274165e-9
2223,URY,9.130086742274165e-9
2224,URY,9.130086742274165e-9
2225,URY,9.130086742274165e-9
2226,URY,9.130086742274165e-9
2227,URY,9.130086742274165e-9
2228,URY,9.130086742274165e-9
2229,URY,9.130086742274165e-9
2230,URY,9.130086742274165e-9
2231,URY,9.130086742274165e-9
2232,URY,9.130086742274165e-9
2233,URY,9.130086742274165e-9
2234,URY,9.130086742274165e-9
2235,URY,9.130086742274165e-9
2236,URY,9.130086742274165e-9
2237,URY,9.130086742274165e-9
2238,URY,9.130086742274165e-9
2239,URY,9.130086742274165e-9
2240,URY,9.130086742274165e-9
2241,URY,9.130086742274165e-9
2242,URY,9.130086742274165e-9
2243,URY,9.130086742274165e-9
2244,URY,9.130086742274165e-9
2245,URY,9.130086742274165e-9
2246,URY,9.130086742274165e-9
2247,URY,9.130086742274165e-9
2248,URY,9.130086742274165e-9
2249,URY,9.130086742274165e-9
2250,URY,9.130086742274165e-9
2251,URY,9.130086742274165e-9
2252,URY,9.130086742274165e-9
2253,URY,9.130086742274165e-9
2254,URY,9.130086742274165e-9
2255,URY,9.130086742274165e-9
2256,URY,9.130086742274165e-9
2257,URY,9.130086742274165e-9
2258,URY,9.130086742274165e-9
2259,URY,9.130086742274165e-9
2260,URY,9.130086742274165e-9
2261,URY,9.130086742274165e-9
2262,URY,9.130086742274165e-9
2263,URY,9.130086742274165e-9
2264,URY,9.130086742274165e-9
2265,URY,9.130086742274165e-9
2266,URY,9.130086742274165e-9
2267,URY,9.130086742274165e-9
2268,URY,9.130086742274165e-9
2269,URY,9.130086742274165e-9
2270,URY,9.130086742274165e-9
2271,URY,9.130086742274165e-9
2272,URY,9.130086742274165e-9
2273,URY,9.130086742274165e-9
2274,URY,9.130086742274165e-9
2275,URY,9.130086742274165e-9
2276,URY,9.130086742274165e-9
2277,URY,9.130086742274165e-9
2278,URY,9.130086742274165e-9
2279,URY,9.130086742274165e-9
2280,URY,9.130086742274165e-9
2281,URY,9.130086742274165e-9
2282,URY,9.130086742274165e-9
2283,URY,9.130086742274165e-9
2284,URY,9.130086742274165e-9
2285,URY,9.130086742274165e-9
2286,URY,9.130086742274165e-9
2287,URY,9.130086742274165e-9
2288,URY,9.130086742274165e-9
2289,URY,9.130086742274165e-9
2290,URY,9.130086742274165e-9
2291,URY,9.130086742274165e-9
2292,URY,9.130086742274165e-9
2293,URY,9.130086742274165e-9
2294,URY,9.130086742274165e-9
2295,URY,9.130086742274165e-9
2296,URY,9.130086742274165e-9
2297,URY,9.130086742274165e-9
2298,URY,9.130086742274165e-9
2299,URY,9.130086742274165e-9
2300,URY,9.130086742274165e-9
2020,USA,2.5225826735047086e-7
2021,USA,2.502724887527233e-7
2022,USA,2.4823783636670803e-7
2023,USA,2.461557437598419e-7
2024,USA,2.4402766989656946e-7
2025,USA,2.41855097434289e-7
2026,USA,2.3963953100215976e-7
2027,USA,2.373824954655865e-7
2028,USA,2.3508553417918224e-7
2029,USA,2.3275020723100727e-7
2030,USA,2.3037808968087465e-7
2031,USA,2.2797076979550042e-7
2032,USA,2.255298472832556e-7
2033,USA,2.2305693153125438e-7
2034,USA,2.2055363984748163e-7
2035,USA,2.1802159571062862e-7
2036,USA,2.1546242703026445e-7
2037,USA,2.128777644199262e-7
2038,USA,2.1026923948565974e-7
2039,USA,2.0763848313248869e-7
2040,USA,2.049871238912291e-7
2041,USA,2.0231678626800397e-7
2042,USA,1.9962908911874356e-7
2043,USA,1.9692564405088524e-7
2044,USA,1.9420805385441153e-7
2045,USA,1.9147791096428574e-7
2046,USA,1.887367959562618e-7
2047,USA,1.8598627607795954e-7
2048,USA,1.832279038170091e-7
2049,USA,1.8046321550797615e-7
2050,USA,1.7769372997968776e-7
2051,USA,1.7492094724448195e-7
2052,USA,1.7214634723080864e-7
2053,USA,1.693713885605096e-7
2054,USA,1.665975073720059e-7
2055,USA,1.6382611619052015e-7
2056,USA,1.6105860284635865e-7
2057,USA,1.582963294421762e-7
2058,USA,1.5554063137004428e-7
2059,USA,1.5279281637903923e-7
2060,USA,1.500541636939652e-7
2061,USA,1.473259231857243e-7
2062,USA,1.4460931459374383e-7
2063,USA,1.4190552680077116e-7
2064,USA,1.3921571716024524e-7
2065,USA,1.3654101087635682e-7
2066,USA,1.3388250043681097e-7
2067,USA,1.3124124509821166e-7
2068,USA,1.2861827042389337e-7
2069,USA,1.2601456787393392e-7
2070,USA,1.2343109444699372e-7
2071,USA,1.2086877237353922e-7
2072,USA,1.1832848885992489e-7
2073,USA,1.1581109588272586e-7
2074,USA,1.1331741003263503e-7
2075,USA,1.1084821240716274e-7
2076,USA,1.0840424855130461e-7
2077,USA,1.059862284452729e-7
2078,USA,1.0359482653832213e-7
2079,USA,1.0123068182763515e-7
2080,USA,9.88943979811781e-8
2081,USA,9.65865435033756e-8
2082,USA,9.430765194240643e-8
2083,USA,9.205822213787024e-8
2084,USA,8.983871850753174e-8
2085,USA,8.764957137180696e-8
2086,USA,8.549117731461894e-8
2087,USA,8.336389957921563e-8
2088,USA,8.126806849751357e-8
2089,USA,7.920398195150323e-8
2090,USA,7.717190586522978e-8
2091,USA,7.517207472584316e-8
2092,USA,7.320469213219616e-8
2093,USA,7.126993136945632e-8
2094,USA,6.93679360081892e-8
2095,USA,6.749882052636509e-8
2096,USA,6.566267095273885e-8
2097,USA,6.38595455300545e-8
2098,USA,6.208947539652958e-8
2099,USA,6.035246528408278e-8
2100,USA,5.864849423177779e-8
2101,USA,5.697751631297034e-8
2102,USA,5.533946137466115e-8
2103,USA,5.373423578757598e-8
2104,USA,5.21617232055159e-8
2105,USA,5.06217853325437e-8
2106,USA,4.911426269659913e-8
2107,USA,4.7638975428163167e-8
2108,USA,4.619572404262224e-8
2109,USA,4.478429022501495e-8
2110,USA,4.34044376158782e-8
2111,USA,4.2055912596944856e-8
2112,USA,4.0738445075482365e-8
2113,USA,3.945174926610025e-8
2114,USA,3.819552446889405e-8
2115,USA,3.696945584283434e-8
2116,USA,3.5773215173351306e-8
2117,USA,3.460646163310819e-8
2118,USA,3.346884253500038e-8
2119,USA,3.235999407646141e-8
2120,USA,3.127954207420139e-8
2121,USA,3.022710268854901e-8
2122,USA,2.9202283136613103e-8
2123,USA,2.8204682393525725e-8
2124,USA,2.7233891881074066e-8
2125,USA,2.6289496143074007e-8
2126,USA,2.5371073506883643e-8
2127,USA,2.44781967305001e-8
2128,USA,2.361043363472765e-8
2129,USA,2.27673477199496e-8
2130,USA,2.1948498767080008e-8
2131,USA,2.1153443422314474e-8
2132,USA,2.0381735765341763e-8
2133,USA,1.9632927860719525e-8
2134,USA,1.890657029215831e-8
2135,USA,1.8202212679497968e-8
2136,USA,1.751940417819939e-8
2137,USA,1.6857693961212548e-8
2138,USA,1.6216631683118556e-8
2139,USA,1.5595767926479236e-8
2140,USA,1.4994654630362196e-8
2141,USA,1.441284550104273e-8
2142,USA,1.3849896404916068e-8
2143,USA,1.3305365743684219e-8
2144,USA,1.2778814811911264e-8
2145,USA,1.2269808137069216e-8
2146,USA,1.1777913802223427e-8
2147,USA,1.1302703751532145e-8
2148,USA,1.0843754078759023e-8
2149,USA,1.0400645299020305e-8
2150,USA,9.972962604009894e-9
2151,USA,9.560296100965743e-9
2152,USA,9.162241035659795e-9
2153,USA,8.778397999711286e-9
2154,USA,8.408373122539305e-9
2155,USA,8.0517782482855e-9
2156,USA,7.708231098051364e-9
2157,USA,7.3773554178068134e-9
2158,USA,7.058781112338e-9
2159,USA,6.752144365612029e-9
2160,USA,6.457087747945013e-9
2161,USA,6.173260310367389e-9
2162,USA,5.900317666586839e-9
2163,USA,5.637922062954424e-9
2164,USA,5.385742436843778e-9
2165,USA,5.1434544638564385e-9
2166,USA,4.91074059426859e-9
2167,USA,4.68729007913574e-9
2168,USA,4.472798986472255e-9
2169,USA,4.266970207922081e-9
2170,USA,4.069513456335679e-9
2171,USA,3.880145254666028e-9
2172,USA,3.6985889165936106e-9
2173,USA,3.5245745192867125e-9
2174,USA,3.3578388686990473e-9
2175,USA,3.1981254578017833e-9
2176,USA,3.045184418141536e-9
2177,USA,2.8987724651097996e-9
2178,USA,2.7586528373027117e-9
2179,USA,2.6245952303429597e-9
2180,USA,2.4963757255281642e-9
2181,USA,2.3737767136621396e-9
2182,USA,2.2565868144172016e-9
2183,USA,2.1446007915670823e-9
2184,USA,2.0376194644211525e-9
2185,USA,1.9354496157815033e-9
2186,USA,1.837903896735112e-9
2187,USA,1.744800728583739e-9
2188,USA,1.6559642022045402e-9
2189,USA,1.5712239751245208e-9
2190,USA,1.4904151665820503e-9
2191,USA,1.4133782508386517e-9
2192,USA,1.3399589489942357e-9
2193,USA,1.270008119548899e-9
2194,USA,1.2033816479443428e-9
2195,USA,1.1399403353079495e-9
2196,USA,1.0795497866125737e-9
2197,USA,1.022080298455208e-9
2198,USA,9.67406746647864e-10
2199,USA,9.154084738043085e-10
2200,USA,8.659691770967131e-10
2201,USA,8.189767963468416e-10
2202,USA,7.743234026071096e-10
2203,USA,7.319050873777484e-10
2204,USA,6.916218525973605e-10
2205,USA,6.533775015354284e-10
2206,USA,6.170795307067877e-10
2207,USA,5.826390229197599e-10
2208,USA,5.499705415615296e-10
2209,USA,5.1899202621647e-10
2210,USA,4.896246897054767e-10
2211,USA,4.617929166269532e-10
2212,USA,4.354241634729314e-10
2213,USA,4.1044886038687677e-10
2214,USA,3.868003146230588e-10
2215,USA,3.644146157609375e-10
2216,USA,3.43230542721838e-10
2217,USA,3.2318947262926173e-10
2218,USA,3.04235291548503e-10
2219,USA,2.86314307135815e-10
2220,USA,2.6937516322218793e-10
2221,USA,2.533687563518668e-10
2222,USA,2.3824815429104757e-10
