year,countrycode,intensity
2071,CMR,1.7414951585703767e-8
2072,CMR,1.6803982316127582e-8
2073,CMR,1.621399216507883e-8
2074,CMR,1.564427710928575e-8
2075,CMR,1.509415617584959e-8
2076,CMR,1.4562970707408966e-8
2077,CMR,1.4050083650059669e-8
2078,CMR,1.3554878863347596e-8
2079,CMR,1.307676045167186e-8
2080,CMR,1.261515211645467e-8
2081,CMR,1.2169496528453024e-8
2082,CMR,1.1739254719605527e-8
2083,CMR,1.132390549382523e-8
2084,CMR,1.0922944856166576e-8
2085,CMR,1.0535885459811209e-8
2086,CMR,1.0162256070333532e-8
2087,CMR,9.801601046722783e-9
2088,CMR,9.453479838653594e-9
2089,CMR,9.117466499511889e-9
2090,CMR,8.793149214697526e-9
2091,CMR,8.48012984473899e-9
2092,CMR,8.178023482769235e-9
2093,CMR,7.886458025924943e-9
2094,CMR,7.605073760244434e-9
2095,CMR,7.33352295865191e-9
2096,CMR,7.071469491627962e-9
2097,CMR,6.81858845017803e-9
2098,CMR,6.574565780722056e-9
2099,CMR,6.339097931539668e-9
2100,CMR,6.111891510416124e-9
2101,CMR,5.892662953144753e-9
2102,CMR,5.6811382025518745e-9
2103,CMR,5.477052397720111e-9
2104,CMR,5.280149573095661e-9
2105,CMR,5.09018236717448e-9
2106,CMR,4.906911740471431e-9
2107,CMR,4.7301067024852915e-9
2108,CMR,4.559544047381126e-9
2109,CMR,4.39500809811984e-9
2110,CMR,4.236290458772873e-9
2111,CMR,4.083189774767819e-9
2112,CMR,3.935511500818424e-9
2113,CMR,3.793067676299834e-9
2114,CMR,3.655676707837147e-9
2115,CMR,3.523163158882343e-9
2116,CMR,3.3953575460614455e-9
2117,CMR,3.2720961420803506e-9
2118,CMR,3.1532207849841807e-9
2119,CMR,3.0385786935712272e-09
2120,CMR,2.928022288768564e-9
2121,CMR,2.8214090207822964e-9
2122,CMR,2.7186012018410717e-9
2123,CMR,2.6194658443570067e-9
2124,CMR,2.5238745043335422e-9
2125,CMR,2.431703129854931e-9
2126,CMR,2.342831914497107e-9
2127,CMR,2.2571451555045908e-9
2128,CMR,2.174531116582831e-9
2129,CMR,2.0948818951599875e-9
2130,CMR,2.0180932939766563e-9
2131,CMR,1.944064696866355e-9
2132,CMR,1.8726989485938236e-9
2133,CMR,1.8039022386222676e-9
2134,CMR,1.7375839886846508e-9
2135,CMR,1.6736567440379847e-9
2136,CMR,1.612036068283304e-9
2137,CMR,1.552640441637635e-9
2138,CMR,1.4953911625477845e-9
2139,CMR,1.440212252539183e-9
2140,CMR,1.3870303641963278e-9
2141,CMR,1.3357746921745762e-9
2142,CMR,1.2863768871461579e-9
2143,CMR,1.2387709725862884e-9
2144,CMR,1.1928932643082011e-9
2145,CMR,1.1486822926587499e-9
2146,CMR,1.1060787272889936e-9
2147,CMR,1.0650253044168435e-9
2148,CMR,1.0254667565014454e-9
2149,CMR,9.87349744251485e-10
2150,CMR,9.506227908920349e-10
2151,CMR,9.152362186169343e-10
2152,CMR,8.811420871559715e-10
2153,CMR,8.482941343883752e-10
2154,CMR,8.166477189362599e-10
2155,CMR,7.86159764673775e-10
2156,CMR,7.567887070897159e-10
2157,CMR,7.284944414433335e-10
2158,CMR,7.012382726549702e-10
2159,CMR,6.749828668750043e-10
2160,CMR,6.496922046763665e-10
2161,CMR,6.253315358176292e-10
2162,CMR,6.018673355253531e-10
2163,CMR,5.792672622459948e-10
2164,CMR,5.575001168192712e-10
2165,CMR,5.365358030263943e-10
2166,CMR,5.16345289468082e-10
2167,CMR,4.969005727286839e-10
2168,CMR,4.781746417841542e-10
2169,CMR,4.6014144361295553e-10
2170,CMR,4.427758499702835e-10
2171,CMR,4.2605362528727156e-10
2172,CMR,4.0995139565806274e-10
2173,CMR,3.944466188788241e-10
2174,CMR,3.795175555039369e-10
2175,CMR,3.651432408857066e-10
2176,CMR,3.513034581650255e-10
2177,CMR,3.3797871218146516e-10
2178,CMR,3.2515020427229436e-10
2179,CMR,3.1279980793090016e-10
2180,CMR,3.0091004529604623e-10
2181,CMR,2.894640644443229e-10
2182,CMR,2.7844561745904047e-10
2183,CMR,2.6783903924968245e-10
2184,CMR,2.576292270968748e-10
2185,CMR,2.4780162089864136e-10
2186,CMR,2.3834218409450124e-10
2187,CMR,2.292373852447278e-10
2188,CMR,2.2047418024282598e-10
2189,CMR,2.1203999514000138e-10
2190,CMR,2.039227095610854e-10
2191,CMR,1.9611064069205274e-10
2192,CMR,1.8859252781991485e-10
2193,CMR,1.8135751740640455e-10
2194,CMR,1.7439514867747264e-10
2195,CMR,1.6769533971120894e-10
2196,CMR,1.6124837400736955e-10
2197,CMR,1.5504488752224536e-10
2198,CMR,1.4907585615314083e-10
2199,CMR,1.433325836572509e-10
2200,CMR,1.378066899902233e-10
2201,CMR,1.3249010005018107e-10
2202,CMR,1.2737503281344756e-10
2203,CMR,1.2245399084867158e-10
2204,CMR,1.177197501964908e-10
2205,CMR,1.1316535060229648e-10
2206,CMR,1.0878408609007517e-10
2207,CMR,1.0456949586570173e-10
2208,CMR,1.005153555384444e-10
2209,CMR,9.661566864981535e-11
2210,CMR,9.286465849926263e-11
2211,CMR,8.925676025654862e-11
2212,CMR,8.578661335099835e-11
2213,CMR,8.244905412812956e-11
2214,CMR,7.923910876449186e-11
2215,CMR,7.615198643185032e-11
2216,CMR,7.318307270214424e-11
2217,CMR,7.03279231849399e-11
2218,CMR,6.758225738937283e-11
2219,CMR,6.494195280284435e-11
2220,CMR,6.240303917899667e-11
2221,CMR,5.996169302774205e-11
2222,CMR,5.7614232300365264e-11
2223,CMR,5.53571112629526e-11
2224,CMR,5.318691555162948e-11
2225,CMR,5.110035740330774e-11
2226,CMR,4.909427105585669e-11
2227,CMR,4.71656083118181e-11
2228,CMR,4.531143425998385e-11
2229,CMR,4.3528923149347746e-11
2230,CMR,4.181535441012902e-11
2231,CMR,4.016810881674488e-11
2232,CMR,3.8584664787783733e-11
2233,CMR,3.706259481819874e-11
2234,CMR,3.5599562039104244e-11
2235,CMR,3.4193316900714786e-11
2236,CMR,3.284169397411866e-11
2237,CMR,3.15426088677248e-11
2238,CMR,3.029405525436422e-11
2239,CMR,2.909410200516436e-11
2240,CMR,2.7940890426447827e-11
2241,CMR,2.6832631596035223e-11
2242,CMR,2.5767603795456014e-11
2243,CMR,2.4744150034691378e-11
2244,CMR,2.3760675666188934e-11
2245,CMR,2.281564608500131e-11
2246,CMR,2.1907584512008992e-11
2247,CMR,2.1035069857292487e-11
2248,CMR,2.0196734660820064e-11
2249,CMR,1.9391263107715207e-11
2250,CMR,1.8617389115462307e-11
2251,CMR,1.787389449050061e-11
2252,CMR,1.7159607151744524e-11
2253,CMR,1.6473399418653805e-11
2254,CMR,1.5814186361559493e-11
2255,CMR,1.518092421203102e-11
2256,CMR,1.4572608831146993e-11
2257,CMR,1.3988274233606318e-11
2258,CMR,1.3426991165688193e-11
2259,CMR,1.2887865735138913e-11
2260,CMR,1.2370038091130355e-11
2261,CMR,1.1872681152499793e-11
2262,CMR,1.139499938254323e-11
2263,CMR,1.0936227608694781e-11
2264,CMR,1.0495629885483092e-11
2265,CMR,1.0072498399211983e-11
2266,CMR,9.666152412867078e-12
2267,CMR,9.275937249802654e-12
2268,CMR,8.901223314813746e-12
2269,CMR,8.541405151247584e-12
2270,CMR,8.195900532855768e-12
2271,CMR,7.864149589134319e-12
2272,CMR,7.545613962942905e-12
2273,CMR,7.239775999237165e-12
2274,CMR,6.946137963789238e-12
2275,CMR,6.6642212908113385e-12
2276,CMR,6.393565858435616e-12
2277,CMR,6.133729291040595e-12
2278,CMR,5.8842862874502226e-12
2279,CMR,5.644827974066185e-12
2280,CMR,5.41496128202739e-12
2281,CMR,5.194308347522771e-12
2282,CMR,4.982505934414634e-12
2283,CMR,4.779204878359726e-12
2284,CMR,4.58406955164421e-12
2285,CMR,4.396777347976631e-12
2286,CMR,4.217018186509952e-12
2287,CMR,4.044494034389783e-12
2288,CMR,3.878918447151028e-12
2289,CMR,3.720016126309445e-12
2290,CMR,3.5675224935179982e-12
2291,CMR,3.4211832806804925e-12
2292,CMR,3.2807541354367382e-12
2293,CMR,3.1460002414545573e-12
2294,CMR,3.016695952984214e-12
2295,CMR,2.892624443150448e-12
2296,CMR,2.7735773654761685e-12
2297,CMR,2.6593545281501014e-12
2298,CMR,2.5497635805682805e-12
2299,CMR,2.444619711696216e-12
2300,CMR,2.343745359814973e-12
2020,COD,4.6270979450054077e-8
2021,COD,4.4711625022631867e-8
2022,COD,4.320360951936885e-8
2023,COD,4.174528455443158e-8
2024,COD,4.0335053252244927e-8
2025,COD,3.897136868472855e-8
2026,COD,3.765273235442914e-8
2027,COD,3.6377692722248554e-8
2028,COD,3.514484377850309e-8
2029,COD,3.3952823656083735e-8
2030,COD,3.280031328452078e-8
2031,COD,3.168603508378865e-8
2032,COD,3.060875169671892e-8
2033,COD,2.956726475892013e-8
2034,COD,2.856041370513349e-8
2035,COD,2.7587074610982756e-8
2036,COD,2.664615906910523e-8
2037,COD,2.5736613098678726e-8
2038,COD,2.4857416087386466e-8
2039,COD,2.4007579764888185e-8
2040,COD,2.318614720689169e-8
2041,COD,2.2392191868943785e-8
2042,COD,2.1624816649084336e-8
2043,COD,2.0883152978530463e-8
2044,COD,2.0166359939581394e-8
2045,COD,1.9473623409956745e-8
2046,COD,1.880415523280298e-8
2047,COD,1.8157192411624108e-8
2048,COD,1.7531996329413416e-8
2049,COD,1.692785199128324e-8
2050,COD,1.634406728990937e-8
2051,COD,1.577997229312594e-8
2052,COD,1.5234918553025082e-8
2053,COD,1.4708278435933946e-8
2054,COD,1.4199444472659116e-8
2055,COD,1.3707828728405775e-8
2056,COD,1.323286219179554e-8
2057,COD,1.2773994182423198e-8
2058,COD,1.2330691776408353e-8
2059,COD,1.1902439249413368e-8
2060,COD,1.148873753661396e-8
2061,COD,1.108910370912332e-8
2062,COD,1.070307046638486e-8
2063,COD,1.0330185644062373e-8
2064,COD,9.970011736969853e-9
2065,COD,9.622125436596252e-9
2066,COD,9.286117182793064e-9
2067,COD,8.96159072920505e-9
2068,COD,8.648162722036353e-9
2069,COD,8.345462291755876e-9
2070,COD,8.053130657357289e-9
2071,COD,7.770820742799848e-9
2072,COD,7.498196805267149e-9
2073,COD,7.234934074891204e-9
2074,COD,6.980718405599503e-9
2075,COD,6.73524593675248e-9
2076,COD,6.498222765248471e-9
2077,COD,6.269364627782542e-9
2078,COD,6.0483965929546435e-9
2079,COD,5.835052762931347e-9
2080,COD,5.629075984374021e-9
2081,COD,5.430217568354606e-9
2082,COD,5.238237018988253e-9
2083,COD,5.052901770519978e-9
2084,COD,4.873986932610125e-9
2085,COD,4.701275043570881e-9
2086,COD,4.534555831313281e-9
2087,COD,4.373625981771232e-9
2088,COD,4.218288914575861e-9
2089,COD,4.06835456576014e-9
2090,COD,3.923639177280228e-9
2091,COD,3.783965093146182e-9
2092,COD,3.6491605619608315e-9
2093,COD,3.5190595456715015e-9
2094,COD,3.3935015343450382e-9
2095,COD,3.2723313667821617e-9
2096,COD,3.1553990567926233e-9
2097,COD,3.042559624957904e-9
2098,COD,2.9336729357133273e-9
2099,COD,2.828603539586435e-9
2100,COD,2.7272205204333097e-9
2101,COD,2.6293973475192395e-9
2102,COD,2.535011732294672e-9
2103,COD,2.443945489721849e-9
2104,COD,2.356084404011818e-9
2105,COD,2.2713180986357023e-9
2106,COD,2.189539910478171e-9
2107,COD,2.1106467680050052e-9
2108,COD,2.0345390733204834e-9
2109,COD,1.9611205879940315e-9
2110,COD,1.8902983225392066e-9
2111,COD,1.8219824294315865e-9
2112,COD,1.7560860995555448e-9
2113,COD,1.6925254619732112e-9
2114,COD,1.631219486912123e-9
2115,COD,1.572089891871196e-9
2116,COD,1.515061050747677e-9
2117,COD,1.4600599058906776e-9
2118,COD,1.4070158829897478e-9
2119,COD,1.3558608087097215e-9
2120,COD,1.306528830985754e-9
2121,COD,1.2589563418950881e-9
2122,COD,1.2130819030246228e-9
2123,COD,1.1688461732558156e-9
2124,COD,1.1261918388908459e-9
2125,COD,1.0850635460462798e-9
2126,COD,1.0454078352427345e-9
2127,COD,1.007173078121219e-9
2128,COD,9.703094162189546e-10
2129,COD,9.347687017395305e-10
2130,COD,9.005044402542523e-10
2131,COD,8.674717352734734e-10
2132,COD,8.356272346285863e-10
2133,COD,8.049290786071696e-10
2134,COD,7.753368497855589e-10
2135,COD,7.468115245048294e-10
2136,COD,7.193154259378425e-10
2137,COD,6.928121786966239e-10
2138,COD,6.672666649309151e-10
2139,COD,6.426449818702556e-10
2140,COD,6.189144007634335e-10
2141,COD,5.960433271705707e-10
2142,COD,5.740012625645034e-10
2143,COD,5.527587671994587e-10
2144,COD,5.322874242063409e-10
2145,COD,5.12559804875207e-10
2146,COD,4.93549435086737e-10
2147,COD,4.752307628557027e-10
2148,COD,4.575791269505895e-10
2149,COD,4.405707265546501e-10
2150,COD,4.241825919347557e-10
2151,COD,4.083925560854642e-10
2152,COD,3.931792273167476e-10
2153,COD,3.7852196275481274e-10
2154,COD,3.6440084272640924e-10
2155,COD,3.507966459979532e-10
2156,COD,3.3769082584169515e-10
2157,COD,3.2506548690203977e-10
2158,COD,3.1290336283597353e-10
2159,COD,3.0118779470237765e-10
2160,COD,2.8990271007580575e-10
2161,COD,2.7903260286107455e-10
2162,COD,2.685625137857703e-10
2163,COD,2.584780115484971e-10
2164,COD,2.4876517460140035e-10
2165,COD,2.3941057354617903e-10
2166,COD,2.3040125412346445e-10
2167,COD,2.2172472077608357e-10
2168,COD,2.1336892076734594e-10
2169,COD,2.0532222883609714e-10
2170,COD,1.9757343237086393e-10
2171,COD,1.9011171708598292e-10
2172,COD,1.8292665318315232e-10
2173,COD,1.7600818198237694e-10
2174,COD,1.693466030067924e-10
2175,COD,1.6293256150635137e-10
2176,COD,1.5675703640583958e-10
2177,COD,1.5081132866315536e-10
2178,COD,1.450870500242419e-10
2179,COD,1.3957611216149807e-10
2180,COD,1.34270716182922e-10
2181,COD,1.2916334249965103e-10
2182,COD,1.2424674103996268e-10
2183,COD,1.1951392179818715e-10
2184,COD,1.149581457073562e-10
2185,COD,1.1057291582477685e-10
2186,COD,1.0635196882006855e-10
2187,COD,1.0228926675554366e-10
2188,COD,9.837898914913974e-11
2189,COD,9.461552531043195e-11
2190,COD,9.099346694056246e-11
2191,COD,8.750760098722299e-11
2192,COD,8.415290274611622e-11
2193,COD,8.092452920060306e-11
2194,COD,7.7817812591513e-11
2195,COD,7.482825420935948e-11
2196,COD,7.195151840145516e-11
2197,COD,6.918342678666969e-11
2198,COD,6.651995267081064e-11
2199,COD,6.395721565583949e-11
2200,COD,6.149147643635782e-11
2201,COD,5.911913177701598e-11
2202,COD,5.683670966470562e-11
2203,COD,5.464086462960015e-11
2204,COD,5.2528373229304013e-11
2205,COD,5.049612969056126e-11
2206,COD,4.8541141703157876e-11
2207,COD,4.6660526360830527e-11
2208,COD,4.4851506244166245e-11
2209,COD,4.311140564064461e-11
2210,COD,4.1437646897135024e-11
2211,COD,3.9827746900317994e-11
2212,COD,3.8279313680650046e-11
2213,COD,3.679004313563844e-11
2214,COD,3.535771586833286e-11
2215,COD,3.3980194137078385e-11
2216,COD,3.26554189127061e-11
2217,COD,3.138140703946609e-11
2218,COD,3.015624849613119e-11
2219,COD,2.8978103753819754e-11
2220,COD,2.7845201227201823e-11
2221,COD,2.6755834815864933e-11
2222,COD,2.570836153272457e-11
2223,COD,2.4701199216468985e-11
2224,COD,2.373282432512969e-11
2225,COD,2.2801769807967137e-11
2226,COD,2.190662305295592e-11
2227,COD,2.1046023907245766e-11
2228,COD,2.021866276806333e-11
2229,COD,1.942327874160567e-11
2230,COD,1.8658657867559405e-11
2231,COD,1.7923631406959695e-11
2232,COD,1.7217074191181102e-11
2233,COD,1.653790302992715e-11
2234,COD,1.5885075176158286e-11
2235,COD,1.5257586845967984e-11
2236,COD,1.4654471791484614e-11
2237,COD,1.4074799924942368e-11
2238,COD,1.351767599212794e-11
2239,COD,1.2982238293470937e-11
2240,COD,1.2467657451105349e-11
2241,COD,1.197313522028668e-11
2242,COD,1.1497903343604721e-11
2243,COD,1.1041222446485538e-11
2244,COD,1.0602380972527922e-11
2245,COD,1.018069415726966e-11
2246,COD,9.775503039027282e-12
2247,COD,9.386173505499679e-12
2248,COD,9.01209537487111e-12
2249,COD,8.652681510192858e-12
2250,COD,8.307366965864819e-12
2251,COD,7.97560816507921e-12
2252,COD,7.656882107127852e-12
2253,COD,7.350685603512622e-12
2254,COD,7.056534541835352e-12
2255,COD,6.773963176479069e-12
2256,COD,6.50252344512671e-12
2257,COD,6.241784310196684e-12
2258,COD,5.991331124306633e-12
2259,COD,5.750765018907728e-12
2260,COD,5.51970231526173e-12
2261,COD,5.297773956961926e-12
2262,COD,5.084624963226965e-12
2263,COD,4.879913902223545e-12
2264,COD,4.6833123836999774e-12
2265,COD,4.4945045702377505e-12
2266,COD,4.3131867064525535e-12
2267,COD,4.139066665499622e-12
2268,COD,3.97186351226098e-12
2269,COD,3.811307082613973e-12
2270,COD,3.657137578201666e-12
2271,COD,3.5091051761460456e-12
2272,COD,3.3669696531646908e-12
2273,COD,3.2305000235705875e-12
2274,COD,3.0994741906531466e-12
2275,COD,2.9736786109562046e-12
2276,COD,2.8529079709859343e-12
2277,COD,2.7369648758981078e-12
2278,COD,2.6256595497301264e-12
2279,COD,2.518809546758651e-12
2280,COD,2.416239473578533e-12
2281,COD,2.31778072151311e-12
2282,COD,2.2232712089798157e-12
2283,COD,2.1325551334484035e-12
2284,COD,2.045482732642032e-12
2285,COD,1.961910054643921e-12
2286,COD,1.881698736584312e-12
2287,COD,1.8047157915941038e-12
2288,COD,1.730833403722729e-12
2289,COD,1.6599287305286626e-12
2290,COD,1.591883713061404e-12
2291,COD,1.526584892963838e-12
2292,COD,1.4639232364336159e-12
2293,COD,1.4037939647915743e-12
2294,COD,1.3460963914142714e-12
2295,COD,1.290733764796452e-12
2296,COD,1.2376131175176836e-12
2297,COD,1.1866451208955452e-12
2298,COD,1.1377439451155902e-12
2299,COD,1.0908271246358823e-12
2300,COD,1.0458154286712061e-12
2020,COG,3.020807117931059e-7
2021,COG,2.919004454366979e-7
2022,COG,2.820553459372924e-7
2023,COG,2.72534651785801e-7
2024,COG,2.633279377585498e-7
2025,COG,2.5442510471475653e-7
2026,COG,2.458163696936389e-7
2027,COG,2.3749225630266813e-7
2028,COG,2.294435853887099e-7
2029,COG,2.216614659840228e-7
2030,COG,2.141372865193007e-7
2031,COG,2.0686270629616024e-7
2032,COG,1.9982964721168192e-7
2033,COG,1.9303028572781531e-7
2034,COG,1.8645704507865608e-7
2035,COG,1.801025877087945e-7
2036,COG,1.7395980793612148e-7
2037,COG,1.68021824832661e-7
2038,COG,1.6228197531717322e-7
2039,COG,1.5673380745344725e-7
2040,COG,1.5137107394836851e-7
2041,COG,1.4618772584401022e-7
2042,COG,1.411779063981575e-7
2043,COG,1.3633594514782697e-7
2044,COG,1.3165635215049687e-7
2045,COG,1.2713381239790785e-7
2046,COG,1.22763180397439e-7
2047,COG,1.1853947491620217e-7
2048,COG,1.1445787388313293e-7
2049,COG,1.1051370944448875e-7
2050,COG,1.067024631682931e-7
2051,COG,1.0301976139338893e-7
2052,COG,9.946137071888659e-8
2053,COG,9.602319362990973e-8
2054,COG,9.270126425565725e-8
2055,COG,8.949174425591207e-8
2056,COG,8.639091883223588e-8
2057,COG,8.339519286019532e-8
2058,COG,8.05010871390681e-8
2059,COG,7.77052347555783e-8
2060,COG,7.500437755830698e-8
2061,COG,7.239536273952006e-8
2062,COG,6.987513952124758e-8
2063,COG,6.744075594253795e-8
2064,COG,6.508935574489884e-8
2065,COG,6.281817535302139e-8
2066,COG,6.06245409479665e-8
2067,COG,5.8505865630073605e-8
2068,COG,5.6459646668929384e-8
2069,COG,5.448346283781105e-8
2070,COG,5.25749718300923e-8
2071,COG,5.0731907755172165e-8
2072,COG,4.8952078711557206e-8
2073,COG,4.723336443479536e-8
2074,COG,4.5573714018026234e-8
2075,COG,4.397114370297678e-8
2076,COG,4.242373473929411e-8
2077,COG,4.092963131016794e-8
2078,COG,3.948703852225458e-8
2079,COG,3.809422045797154e-8
2080,COG,3.674949828828824e-8
2081,COG,3.5451248444192406e-8
2082,COG,3.419790084506455e-8
2083,COG,3.298793718224471e-8
2084,COG,3.181988925612516e-8
2085,COG,3.06923373651516e-8
2086,COG,2.9603908745162603e-8
2087,COG,2.8553276057542617e-8
2088,COG,2.753915592470898e-8
2089,COG,2.6560307511496154e-8
2090,COG,2.5615531151042937e-8
2091,COG,2.47036670138291e-8
2092,COG,2.382359381854775e-8
2093,COG,2.2974227583538405e-8
2094,COG,2.215452041754323e-8
2095,COG,2.136345934858544e-8
2096,COG,2.0600065189804334e-8
2097,COG,1.9863391441115796e-8
2098,COG,1.9152523225600684e-8
2099,COG,1.8466576259555935e-8
2100,COG,1.780469585517486e-8
2101,COG,1.7166055954853757e-8
2102,COG,1.65498581961518e-8
2103,COG,1.595533100646012e-8
2104,COG,1.5381728726464075e-8
2105,COG,1.4828330761510064e-8
2106,COG,1.4294440760014778e-8
2107,COG,1.3779385818080523e-8
2108,COG,1.3282515709505248e-8
2109,COG,1.2803202140400317e-8
2110,COG,1.2340838027652563e-8
2111,COG,1.1894836800490135e-8
2112,COG,1.1464631724433878e-8
2113,COG,1.1049675246937646e-8
2114,COG,1.0649438364041875e-8
2115,COG,1.0263410007385154e-8
2116,COG,9.891096450938307e-9
2117,COG,9.532020736844715e-9
2118,COG,9.185722119769212e-9
2119,COG,8.851755529176078e-9
2120,COG,8.529691048974108e-9
2121,COG,8.219113413983904e-9
2122,COG,7.919621522699046e-9
2123,COG,7.630827965828852e-9
2124,COG,7.3523585701260955e-9
2125,COG,7.08385195701814e-9
2126,COG,6.824959115574679e-9
2127,COG,6.575342989359515e-9
2128,COG,6.334678076727686e-9
2129,COG,6.102650044142623e-9
2130,COG,5.878955352101133e-9
2131,COG,5.663300893266597e-9
2132,COG,5.4554036424230714e-9
2133,COG,5.254990317874901e-9
2134,COG,5.0617970539279845e-9
2135,COG,4.8755690841000725e-9
2136,COG,4.696060434718347e-9
2137,COG,4.523033628573083e-9
2138,COG,4.356259398306451e-9
2139,COG,4.1955164092254284e-9
2140,COG,4.040590991237448e-9
2141,COG,3.891276879616748e-9
2142,COG,3.747374964318462e-9
2143,COG,3.6086930475662767e-9
2144,COG,3.4750456094480286e-9
2145,COG,3.3462535812618735e-9
2146,COG,3.2221441263636915e-9
2147,COG,3.102550428274187e-9
2148,COG,2.9873114858116648e-9
2149,COG,2.876271915023813e-9
2150,COG,2.7692817576989032e-9
2151,COG,2.6661962962437094e-9
2152,COG,2.5668758747221137e-9
2153,COG,2.4711857258548634e-9
2154,COG,2.3789958037871766e-9
2155,COG,2.2901806224370307e-9
2156,COG,2.2046190992428153e-9
2157,COG,2.122194404134792e-9
2158,COG,2.0427938135603243e-9
2159,COG,1.9663085693982162e-9
2160,COG,1.892633742602729e-9
2161,COG,1.8216681014228656e-9
2162,COG,1.753313984047435e-9
2163,COG,1.6874771755311395e-9
2164,COG,1.6240667888615326e-9
2165,COG,1.5629951500311491e-9
2166,COG,1.5041776869834356e-9
2167,COG,1.4475328223052928e-9
2168,COG,1.3929818695431e-9
2169,COG,1.3404489330230228e-9
2170,COG,1.2898608110602226e-9
2171,COG,1.2411469024452686e-9
2172,COG,1.194239116099642e-9
2173,COG,1.1490717837956813e-9
2174,COG,1.105581575839683e-9
2175,COG,1.0637074196201203e-9
2176,COG,1.0233904209261014e-9
2177,COG,9.84573787944244e-10
2178,COG,9.472027578450953e-10
2179,COG,9.112245258731052e-10
2180,COG,8.765881768569258e-10
2181,COG,8.432446190595109e-10
2182,COG,8.111465202900901e-10
2183,COG,7.802482462026159e-10
2184,COG,7.505058007077298e-10
2185,COG,7.218767684276616e-10
2186,COG,6.943202591257655e-10
2187,COG,6.677968540446231e-10
2188,COG,6.422685540887906e-10
2189,COG,6.176987297903526e-10
2190,COG,5.940520729974614e-10
2191,COG,5.712945502279944e-10
2192,COG,5.493933576323528e-10
2193,COG,5.28316877511258e-10
2194,COG,5.080346363361732e-10
2195,COG,4.885172642216972e-10
2196,COG,4.697364558009357e-10
2197,COG,4.5166493245647047e-10
2198,COG,4.342764058610977e-10
2199,COG,4.175455427840223e-10
2200,COG,4.0144793111964823e-10
2201,COG,3.8596004709752347e-10
2202,COG,3.7105922363336334e-10
2203,COG,3.567236197824005e-10
2204,COG,3.429321912575927e-10
2205,COG,3.296646619764585e-10
2206,COG,3.1690149660151214e-10
2207,COG,3.046238740404315e-10
2208,COG,2.9281366187321627e-10
2209,COG,2.8145339167468226e-10
2210,COG,2.705262352016909e-10
2211,COG,2.600159814155321e-10
2212,COG,2.499070143108637e-10
2213,COG,2.401842915235662e-10
2214,COG,2.308333236907935e-10
2215,COG,2.2184015453739366e-10
2216,COG,2.131913416637387e-10
2217,COG,2.048739380108372e-10
2218,COG,1.968754739794133e-10
2219,COG,1.8918394018041723e-10
2220,COG,1.8178777079519035e-10
2221,COG,1.746758275242388e-10
2222,COG,1.678373841042793e-10
2223,COG,1.6126211137390438e-10
2224,COG,1.5494006286887745e-10
2225,COG,1.4886166092871015e-10
2226,COG,1.4301768329679163e-10
2227,COG,1.3739925019694163e-10
2228,COG,1.3199781186983717e-10
2229,COG,1.2680513655332374e-10
2230,COG,1.2181329889116479e-10
2231,COG,1.1701466875530609e-10
2232,COG,1.1240190046724033e-10
2233,COG,1.0796792240454547e-10
2234,COG,1.0370592697914642e-10
2235,COG,9.960936097430616e-11
2236,COG,9.567191622779643e-11
2237,COG,9.188752064912632e-11
2238,COG,8.8250329559121e-11
2239,COG,8.475471734054322e-11
2240,COG,8.139526938883769e-11
2241,COG,7.816677435245168e-11
2242,COG,7.506421665254781e-11
2243,COG,7.208276927227379e-11
2244,COG,6.921778680609222e-11
2245,COG,6.646479875999986e-11
2246,COG,6.381950309378161e-11
2247,COG,6.127775999674935e-11
2248,COG,5.883558588871067e-11
2249,COG,5.648914763819745e-11
2250,COG,5.423475699025961e-11
2251,COG,5.2068865196395126e-11
2252,COG,4.998805783944508e-11
2253,COG,4.79890498465304e-11
2254,COG,4.6068680683347206e-11
2255,COG,4.4223909723369696e-11
2256,COG,4.2451811785733446e-11
2257,COG,4.074957283578857e-11
2258,COG,3.911448584252137e-11
2259,COG,3.754394678724507e-11
2260,COG,3.6035450818155726e-11
2261,COG,3.458658854553742e-11
2262,COG,3.319504247258379e-11
2263,COG,3.185858355697804e-11
2264,COG,3.057506789854441e-11
2265,COG,2.934243354844741e-11
2266,COG,2.815869743557431e-11
2267,COG,2.7021952405889303e-11
2268,COG,2.5930364370695425e-11
2269,COG,2.4882169559883593e-11
2270,COG,2.3875671876385656e-11
2271,COG,2.29092403481818e-11
2272,COG,2.1981306674341167e-11
2273,COG,2.1090362861698792e-11
2274,COG,2.0234958948891865e-11
2275,COG,1.9413700814594165e-11
2276,COG,1.8625248066899293e-11
2277,COG,1.7868312010911278e-11
2278,COG,1.7141653691705362e-11
2279,COG,1.644408200992241e-11
2280,COG,1.5774451907357444e-11
2281,COG,1.51316626199967e-11
2282,COG,1.4514655996048015e-11
2283,COG,1.3922414876596755e-11
2284,COG,1.3353961536603917e-11
2285,COG,1.2808356184044302e-11
2286,COG,1.2284695515061388e-11
2287,COG,1.1782111323091266e-11
2288,COG,1.1299769159981228e-11
2289,COG,1.0836867047199258e-11
2290,COG,1.0392634235298845e-11
2291,COG,9.966330009869278e-12
2292,COG,9.557242542265163e-12
2293,COG,9.164687783470064e-12
2294,COG,8.78800839950837e-12
2295,COG,8.426572746876485e-12
2296,COG,8.079773886519486e-12
